cluster_id,members,size
439,"['DMA|DMA_WMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP']",4
440,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN']",4
441,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP']",4
442,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN']",4
443,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP']",4
444,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN']",4
445,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP']",4
446,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN']",4
447,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP']",4
448,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN']",4
449,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP']",4
450,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN']",4
451,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP']",4
452,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN']",4
453,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP']",4
454,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN']",4
455,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP']",4
456,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN']",4
457,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP']",4
458,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN']",4
459,"['DMA|DMA_WMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_WMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_WMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_WMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP']",4
460,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN']",2
461,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP']",2
462,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN']",2
463,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP']",2
464,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN']",2
465,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP']",2
466,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN']",2
467,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP']",2
468,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN']",2
469,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP']",2
470,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN']",2
471,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP']",2
472,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN']",2
473,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP']",2
474,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN']",2
475,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP']",2
476,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN']",2
477,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP']",2
478,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN']",2
479,"['DMA|DMA_WMA_P5_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP']",2
480,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN']",2
481,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP']",2
482,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN']",2
483,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP']",2
484,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN']",2
485,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP']",2
486,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN']",2
487,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP']",2
488,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN']",2
489,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP']",2
490,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN']",2
491,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP']",2
492,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN']",2
493,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP']",2
494,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN']",2
495,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP']",2
496,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN']",2
497,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP']",2
498,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN']",2
499,"['DMA|DMA_WMA_P5_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_WMA_P5_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP']",2
500,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN']",2
501,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP']",2
502,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN']",2
503,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP']",2
504,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN']",2
505,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP']",2
506,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN']",2
507,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP']",2
508,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN']",2
509,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP']",2
510,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN']",2
511,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP']",2
512,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN']",2
513,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP']",2
514,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN']",2
515,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP']",2
516,"['DMA|DMA_WMA_P7_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_WMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN']",2
